index,name,year,composer,type
8222,Pitt-Payne/Mew Mew Rag.mid,1910,"Weeks, Harold Taylor",R
8233,Pitt-Payne/Mickey Jigglings.mid,1905,"Jimerson, Frank H.",M
8248,Pitt-Payne/Midnight Ragtime Ride Of Paul Revere  The.mid,1914,"Walker, Raymond",S
8250,Pitt-Payne/Midnight Whirl Rag.mid,1914,"Hein, Silvio",R
8255,Pitt-Payne/Mignon.mid,1907,"Polla, William C.",I
8261,Pitt-Payne/Milenberg Joys .mid,1925,"Morton, Jelly Roll",S
8273,Pitt-Payne/Million Dollar Ball  The.mid,1912,"Goetz, E. Ray & Berlin, Irving",S
8290,Pitt-Payne/Minnesota Rag  The.mid,1913,"Christensen, Axel W.",R
8292,Pitt-Payne/Minnesota Street Rag.mid,1903,"Swanson, Fred",R
8293,Pitt-Payne/Minnie Shimmie For Me.mid,1917,"Lucas, Jimmy",S
8299,Pitt-Payne/Minstrel Band  The.mid,1909,"Gumble, Albert",R
8303,Pitt-Payne/Minstrel Man The.mid,1911,"Robinson, J. Russel",R
8318,Pitt-Payne/Miserable Rag.mid,1915,"Franklin, Malvin M.",R
8327,Pitt-Payne/Miss Cinda's Walk.mid,1899,"Lapin, Samuel",R
8328,Pitt-Payne/Miss Dixie.mid,1907,"Hager, Frederick W.",R
8337,Pitt-Payne/Miss Virginia.mid,1899,"Irving, Bob",S
8348,Pitt-Payne/Mississippi Barbecue  The .mid,1914,"Reed, Jnr, David",S
8359,Pitt-Payne/Mississippi Dippy Dip  The.mid,1911,"Walker, W. Raymond",S
8361,Pitt-Payne/Mississippi Mamie.mid,1904,"Silver, Maxwell",S
8363,Pitt-Payne/Mississippi Mud.mid,1927,"Barris, Harry",S
8369,Pitt-Payne/Mississippi Side Step  The.mid,1899,"Berliner, Leo E.",M
8370,Pitt-Payne/Mississippi Smilax.mid,1907,"Landrum, H.  Harry",R
8372,Pitt-Payne/Mississippi Splash.mid,1911,"Shay, Jerome",S
8377,Pitt-Payne/Missouri Blues.mid,1919,"Brown, Harry",F
8386,Pitt-Payne/Missouri Mule.mid,1904,"Blake, Charlotte",M
8404,Pitt-Payne/Mister Music Master.mid,1911,"Sherman, Tom",S
8426,Pitt-Payne/Mobile Blues.mid,1924,"Rose, Fred & Short, Albert F.",S
8430,Pitt-Payne/Mobile Prance  The.mid,1901,"Brown, Charles B. ",M
8456,Pitt-Payne/Mollycoddle Dance  The.mid,1907,"Day, Dora",M
8467,Pitt-Payne/Money Was Made For Coons To Spend.mid,1904,"Wellmon, Harry",S
8503,Pitt-Payne/Moon Shines On The Moonshine  The.mid,1920,"Bowers, Robert Hood",S
8511,Pitt-Payne/Moonlight And Roses Blues.mid,1925,"Lemare, Edwin H.",S
8512,Pitt-Payne/Moonlight Bay.mid,1912,"Wenrich, Percy",S
8520,"Pitt-Payne/Moonlight Meander, A.mid",1900,"Roberts, S. M.",R
8538,Pitt-Payne/More I See Of Hawaii  The.mid,1917,"Gottler**, Archie",S
8539,Pitt-Payne/More Mustard.mid,1914,"Mentel, Louis H.",R
8544,Pitt-Payne/Mormon Coon  The.mid,1905,"Smith, Henry Clay",S
8546,Pitt-Payne/Morning Exercise.mid,1914,"Berlin, Irving",F
8564,Pitt-Payne/Mosquito Bites.mid,1907,"Kendall, Edwin F. ",R
8591,Pitt-Payne/Movie Rag.mid,1913,"Zamecnik, John S.",R
8593,Pitt-Payne/Movin' Man Don't Take My Baby Grand.mid,1911,"Snyder, Ted",S
8601,Pitt-Payne/Mr Black Man.mid,1904,"Pryor, Arthur",M
8609,"Pitt-Payne/Mr Jazz, Himself.mid",1917,"Berlin, Irving",S
8610,Pitt-Payne/Mr Jelly Lord.mid,1923,"Morton, Jelly Roll",N
8614,Pitt-Payne/Mr Ragtime Rubinstein.mid,n/a,"Lawrence, Alf J.",S
8620,Pitt-Payne/Mr Yankee.mid,1905,"Cobb, George L.",R
8622,Pitt-Payne/Mrs Sippi.mid,1903,"Russick, J. C.",I
8624,Pitt-Payne/Much Obliged to You.mid,1907,"Burt, Benjamin Hapgood",S
8646,Pitt-Payne/Muscle Shoals Blues.mid,1921,"Thomas, George W.",S
8662,Pitt-Payne/Mutilation Rag.mid,1915,"Randale, Zema (arr. Van Buren, Burrell)",R
8676,Pitt-Payne/My Bambazoo.mid,1909,"Snyder, Ted",S
8679,Pitt-Payne/My Best Girl.mid,1924,"Donaldson, Walter",S
8699,Pitt-Payne/My Creole Saidee.mid,1907,"Wright, Edward",S
8711,Pitt-Payne/My Dreamy China Lady.mid,1916,"Van Alstyne, Egbert ",S
8713,Pitt-Payne/My Fate Is In Your Hands.mid,1929,"Waller, Thomas ""Fats""",S
8721,Pitt-Payne/My Gal Is A High-Born Lady.mid,1896,"Fagan, Barney",S
8731,Pitt-Payne/My Heart's Desiah Is Miss Mariah.mid,1901,"Cole, Bob, Johnson, J. Weldon & Johnson, J. Rosamond",S
8735,Pitt-Payne/My Honolulu Hula Girl.mid,1909,"Cunha, Sonny",S
8745,Pitt-Payne/My Lady Hottentot.mid,1901,"von Tilzer, Harry",S
8751,Pitt-Payne/My Little China Doll.mid,1917,"Van, Gus, Schenk, Joe & Yellen, Jack",S
8765,Pitt-Payne/My Mammy.mid,1921,"Donaldson, Walter",S
8766,Pitt-Payne/My Mariutch She Come Back To Me.mid,1907,"Bernard*, Mike",S
8768,Pitt-Payne/My Money Never Gives Out.mid,1900,"Jones, Irving",S
8771,Pitt-Payne/My Music Teacher.mid,1912,"Meyer, George W.",S
8775,Pitt-Payne/My Own Iona.mid,1916,"Friedland, Anatol & Morgan, Carey",S
8784,Pitt-Payne/My Pretty Little Kickapoo.mid,1904,"Von Tilzer, Harry",S
8787,Pitt-Payne/My Rag Time Lady.mid,1898,"Daniels, Charles N.",S
8791,Pitt-Payne/My Ragtime Fireman.mid,1912,"Walsh, J. Brandon",S
8793,Pitt-Payne/My Sahara Rose.mid,1920,"Donaldson, Walter",S
8802,Pitt-Payne/My Sumurun Girl.mid,1912,"Hirsch, Louis A.",S
8803,Pitt-Payne/My Sunny Tennessee.mid,1921,"Kalmar, Bert, Ruby, Harry & Ruby, Herman",S
8818,Pitt-Payne/My Wigwam Queen.mid,1903,"Blanke-Belcher, Henrietta",S
8819,Pitt-Payne/My Yiddisha Butterfly.mid,1917,"Burke, Joseph A.",S
8832,Pitt-Payne/N' Everything.mid,1918,"De Sylva, Bud G., Kahn, Gus & Jolson, Al",S
8853,Pitt-Payne/Nat Johnson's Rag.mid,1911,"Johnson, Nat",R
8854,Pitt-Payne/National Colors Rag.mid,1917,"Henry, Marcella A.",R
8896,Pitt-Payne/Nervous Rag.mid,1910,"Fay, Bernard E. & Blackford, ?",R
8909,Pitt-Payne/Never Raise A Razor 'less You Want To Raise A Row.mid,1906,"Lowitz, John B.",S
8934,Pitt-Payne/New Hippodrome  The.mid,1914,"Schultz, Herman E.",R
8950,Pitt-Payne/New Orleans Jazz.mid,1917,"Richardson, Don",R
8979,Pitt-Payne/Newport Glide  The.mid,1910,"Schwartz, Jean",S
8984,"Pitt-Payne/Next To Your Mother, Who Do You Love?.mid",1909,"Snyder, Ted",S
8989,Pitt-Payne/Nice And Easy.mid,1916,"McKay, Cliff",R
8991,"Pitt-Payne/Nicest, Sweetest, Cutest  The.mid",1909,"Ingraham, Herbert",R
8996,Pitt-Payne/Nicodemus And His Banjo.mid,1899,"Ascher, Emil",R
8998,Pitt-Payne/Nifty Little Jane.mid,1915,"Kantson, Aulyn",S
9008,Pitt-Payne/Nigger Toe.mid,1910,"Fischler, Harry A.",R
9049,Pitt-Payne/Nitric-Acid.mid,1922,"Hudson, Edward",R
9151,Pitt-Payne/No-Ze.mid,1905,"Denney, Homer",M
9082,Pitt-Payne/Nobody Lied.mid,1922,"Weber, Edwin J.",S
9099,Pitt-Payne/Noisy Notes.mid,1915,"Wray, Ralph",R
9104,Pitt-Payne/Nonette Rag.mid,1912,"Spencer, Herbert",R
9107,Pitt-Payne/Nonsense.mid,1911,"Grady, Richard Grant",R
9108,Pitt-Payne/Noodles.mid,1906,"Wenrich, Percy",R
9132,Pitt-Payne/Nothin' Doin' What You're Thinkin' 'Bout.mid,1912,"Morris, S. E.",S
9133,Pitt-Payne/Nothin' From Nothin' Leaves You.mid,1905,"Rose, Ed & Snyder, Ted",S
9160,Pitt-Payne/Nuthin' But.mid,1922,"Busse, Henry, Ward, Sam & Große, Ferdie",S
9177,Pitt-Payne/Oceana Roll  The.mid,1911,"Denni, Lucien",S
9201,Pitt-Payne/Oh By Jingo! Oh By Gee!.mid,1919,"Von Tilzer, Albert",S
9204,Pitt-Payne/Oh How She Can Sing.mid,1919,"Van, Gus & Schenck, Joe",S
9207,"Pitt-Payne/Oh Johnny, Oh Johnny, Oh!.mid",1917,"Olman, Abe",S
9217,Pitt-Payne/Oh That Beautiful Rag .mid,1910,"Snyder, Ted ",S
9218,Pitt-Payne/Oh That Navajo Rag.mid,1911,"Van Alstyne, Egbert",S
9220,Pitt-Payne/Oh You Australian Boy.mid,1916,"Thornton, Reg. M. ",S
9222,Pitt-Payne/Oh You Bear Cat Rag .mid,1910,"Muir*, Lewis F. & Watson, Frederick",S
9230,Pitt-Payne/Oh You Tigers.mid,1909,"De Varennes, Anna M.",R
9236,Pitt-Payne/Oh! Frenchy.mid,1918,"Conrad, Con",S
9242,Pitt-Payne/Oh! Mr Rubinstein .mid,1915,"Braham, Philip",S
9251,Pitt-Payne/Oh! That Funny Rag.mid,1910,"Benkhart, Gustav A.",S
9252,Pitt-Payne/Oh! That Lovey Rag.mid,1914,"Alexander, Newton",S
9255,Pitt-Payne/Oh! That Yankiana Rag .mid,1908,"Gideon, Melville J.",S
9262,Pitt-Payne/Oh! You Beautiful Coon.mid,1911,"Cohan, George M.",S
9263,Pitt-Payne/Oh! You Beautiful Doll!.mid,1912,"Ayer, Nat D.",S
9264,Pitt-Payne/Oh! You Circus Day.mid,1912,"Lessing, Edith Maida & Monaco, James V.",S
9267,Pitt-Payne/Oh! You Lovable Chile.mid,1913,"Van Alstyne, Egbert ",S
9278,Pitt-Payne/Oh  Mr. Dream Man Please Let Me Dream Some More.mid,1911,"Monaco, James V.",S
9291,Pitt-Payne/Oh  You Silv'ry Bells.mid,1912,"Botsford, George",S
9296,Pitt-Payne/Ohio Flo.mid,1913,"Willett, Herbert W.",S
9311,Pitt-Payne/Ol' Man River.mid,1927,"Kern, Jerome",S
9322,Pitt-Payne/Old Crow Rag.mid,1909,"Botsford, George",R
9329,Pitt-Payne/Old Folks Rag.mid,1914,"Sweatman, Wilbur C. S.",R
9338,Pitt-Payne/Old Jasper's Cake Walk.mid,1899,"Suttle, Saint",S
9343,Pitt-Payne/Old Maids Ball  The.mid,1913,"Berlin, Irving",S
9344,Pitt-Payne/Old Man Jazz.mid,1920,"Quaw, Gene",S
9353,Pitt-Payne/Old Piano Roll Blues  The.mid,1950,"Coben, Cy",S
9365,Pitt-Payne/Old Swanee Rag.mid,1913,"Grady, Richard Grant",R
9377,Pitt-Payne/Old Virginia Cake Walk    An.mid,1899,"Gustin, Louise V. ",R
9380,Pitt-Payne/Old Von Steuben Rag  The.mid,1918,"Young, Edward L.",S
9385,Pitt-Payne/Ole Eph's Vision.mid,1899,"Smith, Lee Orean",M
9386,Pitt-Payne/Ole Miss.mid,1916,"Handy, W. C.",R
9388,Pitt-Payne/Ole Napper's Hick'nut Dance.mid,1899,"Bell, J. H.  (arr.)",R
9394,Pitt-Payne/Ole Time Cake Walk    De.mid,1898,"Grabbe, Lee B. ",S
9411,Pitt-Payne/Omar Khayyam.mid,1915,"Romberg, Sigmund",I
9415,Pitt-Payne/On A Good Old Time Sleigh Ride.mid,1913,"Gumble, Albert ",S
9421,Pitt-Payne/On Emancipation Day (song).mid,1902,"Cook, Will Marion",S
9423,Pitt-Payne/On Mobile Bay.mid,1910,"Daniels, Charles N. (as Morét, Neil)",S
9429,Pitt-Payne/On The 'Gin 'Gin 'Ginny Shore.mid,1922,"Donaldson, Walter",S
9428,Pitt-Payne/On The Dixie Highway.mid,1914,"Friedman, Leo",R
9438,Pitt-Payne/On The Level You're A Little Devil.mid,1918,"Schwartz, Jean",S
9440,Pitt-Payne/On The Mississippi.mid,1912,"Carroll, Harry & Fields, Arthur",S
9448,Pitt-Payne/On The Rural Route.mid,1917,"Pratt, Paul Charles",R
9477,Pitt-Payne/One More Rag.mid,1908,"Berger, Minnie",R
9498,Pitt-Payne/Only Pal I Ever Had Came From 'Frisco Town  The.mid,1911,"Daniels, Charles N.",S
9502,Pitt-Payne/Oodles Of Pep.mid,1917,"Fischer, Burton Edward",R
9516,Pitt-Payne/Opera Rags.mid,1903,"Legg, E. Chouteau",M
9518,Pitt-Payne/Operatic Nightmare    An.mid,1916,"Arndt, Felix ",R
9557,Pitt-Payne/Orinoco.mid,1909,"Crabb, Cecil Duane",R
9559,Pitt-Payne/Oriole.mid,1908,"Lowitz, John B.",R
9569,Pitt-Payne/Ottawa Rag  The.mid,1913,"Lynn, George E.",R
9575,Pitt-Payne/Out Of The Frying Pan.mid,1911,"Leonard, Eddie",S
9597,Pitt-Payne/Oyster Rag.mid,1910,"Lyle, Tom",R
9600,Pitt-Payne/Oysters And Clams.mid,1904,"Morse, Theodore F.",S
9601,Pitt-Payne/Ozark Blues.mid,1923,"Rose, Fred",S
9614,Pitt-Payne/Pack Up Your Sins And Go To The Devil.mid,1922,"Berlin, Irving",S
9617,Pitt-Payne/Paddlin' Madelin' Home.mid,1925,"Woods, Harry",S
9620,Pitt-Payne/Paddy Whack.mid,n/a,"Lampe, J. Bodewalt",M
9619,Pitt-Payne/Paddy.mid,1906,"Bennett, Theron C. ",R
9621,Pitt-Payne/Paderewski Rag.mid,1920,"Klickmann, Frank Henri",R
9634,Pitt-Payne/Palesteena.mid,1920,"Conrad, Con & Robinson, J. Russel",S
9654,Pitt-Payne/Pan-American  The.mid,1900,"Weiler, Harry J.",R
9659,Pitt-Payne/Pansy Blossoms.mid,1909,"Johnson, Charles L.",R
9679,Pitt-Payne/Paradise Rag.mid,1911,"Meyer, George W.",R
9690,Pitt-Payne/Paris Is A Paradise For Coons.mid,1911,"Kern, Jerome",S
9703,Pitt-Payne/Parson Jones' Three Reasons.mid,1908,"Longbrake, Arthur",S
9725,Pitt-Payne/Pass The Butter.mid,1917,"Haskins, H. Stanley",F
9727,Pitt-Payne/Pass The Pickles.mid,1913,"Le Boy, Grace",R
9746,Pitt-Payne/Pathetic Rag.mid,1913,"Christensen, Axel W.",R
9747,Pitt-Payne/Patricia Rag.mid,1916,"Lamb, Joseph F.",R
9769,Pitt-Payne/Peaceful Henry .mid,1903,"Kelly, E. Harry",S
9773,Pitt-Payne/Peach  The.mid,1908,"Marshall, Arthur",R
9785,Pitt-Payne/Peanuts.mid,1911,"Earnist, Ethel",R
9789,Pitt-Payne/Pearl Of The Harem.mid,1901,"Guy, Harry P.",R
9803,Pitt-Payne/Peg O' My Heart .mid,1913,"Fisher, Fred",S
9821,Pitt-Payne/Pennant Rag.mid,1913,"Wenrich, Percy",R
9840,Pitt-Payne/Pepper Pot.mid,1913,"Ivers, Harold",I
9843,Pitt-Payne/Pepper Sauce.mid,1910,"Fischler, Harry A.",R
9871,Pitt-Payne/Persian Lamb Rag.mid,1908,"Wenrich, Percy",R
9887,Pitt-Payne/Petticoat Lane.mid,1915,"Bowman, Euday L.",R
9897,Pitt-Payne/Phantom Rag  The.mid,1911,"Violinsky*, Sol & Brown, Al W",R
9904,Pitt-Payne/Phoebe Thompson's Cake Walk.mid,1899,"Koninsky, Sadie",M
9978,Pitt-Payne/Pick Me Up And Lay Me Down.mid,1921,"Kalmar, Bert & Ruby, Harry",S
9993,Pitt-Payne/Pickaninny Pranks.mid,1900,"Sullivan, Dan J.",R
9995,Pitt-Payne/Pickaninny Shuffle.mid,1896,"Suckert, Emma Y.",R
10006,Pitt-Payne/Pickinniny Capers.mid,1902,"Bennett, Theron C.  ",R
10009,Pitt-Payne/Pickled Beets Rag.mid,1909,"Kuhn, Ed E.",R
10014,Pitt-Payne/Pickles And Peppers.mid,1906,"Shepherd, Adaline",M
10028,Pitt-Payne/Piffle Rag.mid,1911,"Yelvington, Gladys",R
10031,Pitt-Payne/Pigeon Walk.mid,1914,"Monaco, James V.",R
10033,Pitt-Payne/Pigeon Wing.mid,1909,"Johnson, Charles L.",R
10063,Pitt-Payne/Pinky Panky Poo.mid,1902,"Lewis, Andy",S
10068,Pitt-Payne/Pinywoods Rag  The.mid,1909,"Cocroft, Nellie Weldon",R
10073,Pitt-Payne/Pipe Dream Blues.mid,1918,"Williams, Spencer, Kendall, Marguerite & Robinson, J. Russel",S
10075,Pitt-Payne/Pipe Dream  The.mid,1902,"Gumble, Mose",R
10081,Pitt-Payne/Pippin  The.mid,1908,"Marshall, Arthur",R
10087,Pitt-Payne/Pitter-Patter Rag.mid,1910,"Daly, Joseph M.",R
10104,Pitt-Payne/Play Dat Darkey Todalo.mid,1910,"Jordan, Joe",S
10123,Pitt-Payne/Playin' Possum.mid,1909,"Duganne, J. Marlon",R
10154,Pitt-Payne/Polar Bear Rag.mid,1910,"Howard, George P.",R
10157,Pitt-Payne/Policeman's Holiday  The.mid,1911,"Ewing, Montague",M
10158,Pitt-Payne/Policy King.mid,1905,"Brown, Charles B. ",R
10161,Pitt-Payne/Policy Sam.mid,1899,"Gioscia, Joseph",R
10166,Pitt-Payne/Polly Prim.mid,1904,"Henry*, S. R.",M
10192,Pitt-Payne/Poor Little Me.mid,1922,"Davis, Benny",S
10194,Pitt-Payne/Pop Corn Man The.mid,1910,"Schwartz, Jean",R
10221,Pitt-Payne/Possum And Taters.mid,1900,"Hunter, Charles H.",R
10226,Pitt-Payne/Possum Hall Rag.mid,1899,"Fritch, Bennett F.",R
10220,Pitt-Payne/Possum.mid,1909,"Cohen, J. B.",S
10241,Pitt-Payne/Postman's Holiday.mid,1913,"Read, Ezra",R
10249,Pitt-Payne/Poverty.mid,1909,"Lincoln, Harry J.",R
10269,Pitt-Payne/Prancin Jimmy.mid,1899,"Claypoole, Edward B. ",R
10274,Pitt-Payne/Pray For The Lights To Go Out.mid,1916,"Skidmore, Will E.",S
10275,Pitt-Payne/Preacher And The Bear  The.mid,1904,"Fairman, George W. (as Arzonia, Joe)",S
10287,Pitt-Payne/Press Club Rag  The.mid,1912,"Christensen, Axel W.",R
10289,Pitt-Payne/Pretty Baby.mid,1916,"Jackson, Tony & Van Alstyne, Egbert",S
10297,Pitt-Payne/Pretty Polly.mid,1918,"Caslar, Dan",F
10326,Pitt-Payne/Procrastination Rag.mid,n/a,"Cobb, George L.",R
10332,Pitt-Payne/Progressive Rag.mid,1913,"Brown, Tobe",R
10343,Pitt-Payne/Prosperity Rag.mid,1916,"Scott, James",R
10357,"Pitt-Payne/Pucker Up Your Lips, Miss Lindy.mid",1912,"Von Tilzer, Albert",S
10363,Pitt-Payne/Pullman Porters On Parade  The.mid,1913,"Abrahams, Maurice",S
10370,Pitt-Payne/Puppchen.mid,1912,"Gilbert, Jean",I
10400,Pitt-Payne/Pussyfoot Prance  The.mid,1916,"White, James ""Slap""",S
10404,Pitt-Payne/Put On Your Old Grey Bonnet.mid,1909,"Wenrich, Percy",S
10405,Pitt-Payne/Put On Your Slippers And Fill Up Your Pipe.mid,1916,"Von Tilzer, Albert",S
10406,"Pitt-Payne/Put Your Arms Around Me, Honey.mid",1910,"Von Tilzer, Albert",S
10430,Pitt-Payne/Queen Of Rags.mid,1909,"Dunn, Walter L.",R
10432,Pitt-Payne/Queen Of The Bungalow.mid,1903,"Hoffman, Max & Ellis, M. Melville (aka The Rogers Brothers)",S
10437,Pitt-Payne/Queen Of The Rag Time.mid,1899,"Davis, James H.  (but Powers, Harry on cover)",R
10464,Pitt-Payne/Ra! Ra! Ra!.mid,1910,"Reuter, Floyd",R
10471,Pitt-Payne/Race Course  The.mid,1905,"Glogau, Jack",M
10473,Pitt-Payne/Race Horse Rag  The.mid,1911,"Bernard*, Mike",R
10476,Pitt-Payne/Rachel Cohen.mid,1920,"Phillips, Nat & Rene, Ray",S
10477,Pitt-Payne/Rachel Rubenstein's Rag.mid,1912,"Meyer, George W.",S
10488,Pitt-Payne/Radnor Fox Trot.mid,1914,"Newman, Albert W.",F
10516,Pitt-Payne/Rag De Luxe.mid,1913,"Cowles, Scott & Olson, Elmer",R
10565,Pitt-Payne/Rag Medley.mid,1897,"Hoffman, Max (arr.)",R
10594,Pitt-Payne/Rag Sentimental.mid,1918,"Scott, James",R
10596,Pitt-Payne/Rag Tags Rag.mid,1909,"Thomas*, Henry",R
10600,Pitt-Payne/Rag Time Cadet Corps  The.mid,1902,"Bernard*, Mike",R
10602,Pitt-Payne/Rag Time Chimes .mid,1912,"Wenrich, Percy",S
10612,Pitt-Payne/Rag Time Jimmie.mid,1902,"Grabbe, Lee B. ",M
10619,Pitt-Payne/Rag Time Patrol  The.mid,1899,"Wilson, Charles Jerome",M
10623,"Pitt-Payne/Rag Time Spasm, A.mid",1899,"Hodgins, William H.",N
10634,Pitt-Payne/Rag With No Name  The.mid,1911,"Camp, Warren",R
10757,Pitt-Payne/Rag-Knots.mid,1899,"Coleman, W. C.",R
10771,Pitt-Payne/Rag-O-Rhythm.mid,1924,"Jentes, Harry",N
10840,Pitt-Payne/Rag-Time Chimes.mid,1900,"Van Alstyne, Egbert ",R
10953,"Pitt-Payne/Rag-Time Nightmare, A.mid",1900,"Turpin, Tom",M
11020,"Pitt-Payne/Rag-Time Skedaddle, A.mid",1899,"Rosenberg, George M. (as Rosey, George)",M
10651,Pitt-Payne/Rag-a-Minor.mid,1917,"Lenzberg, Julius",R
10675,Pitt-Payne/Rag-a-Tag Rag.mid,1910,"Brown, Albert W. ",R
10673,Pitt-Payne/Ragapation.mid,1915,"Denni, Lucien & Meredith, Gwen",N
10682,Pitt-Payne/Ragelies.mid,1899,"Fassbinder, William B.",R
10691,Pitt-Payne/Ragged Jack.mid,1909,"Bradshaw, Jack",R
10717,Pitt-Payne/Raggedy Ragtime Rags.mid,1903,"Napier, Le Roy",M
10729,Pitt-Payne/Raggin' Thro' The Rye.mid,1917,"Adams, A. Emmett",S
10734,Pitt-Payne/Ragging The Baby To Sleep.mid,1912,"Muir*, Lewis F.",S
10736,Pitt-Payne/Ragging The Chopsticks.mid,1919,"Frankl, Abe & Gottler**, Archie",S
10740,Pitt-Payne/Ragging The Old Vienna Roll.mid,1911,"Schwartz, Jean",S
10741,Pitt-Payne/Ragging The Scale.mid,1915,"Claypoole, Edward B. ",R
10746,Pitt-Payne/Raggity-Rag.mid,1907,"Lafrenière, Jean-Baptiste",R
10759,Pitt-Payne/Raglan Ravelings.mid,1902,"Travis, J. Holmes",M
10815,Pitt-Payne/Ragtime Arabian Nights.mid,1914,"Romberg, Sigmund",S
10817,Pitt-Payne/Ragtime Band Down In Harmony Hall  The.mid,1912,"Klickmann, Frank Henri",S
10826,Pitt-Payne/Ragtime Boarding House  The.mid,1912,"Hylands, Fred",S
10843,Pitt-Payne/Ragtime College Girl  The.mid,1910,"Mills, Kerry",S
10844,Pitt-Payne/Ragtime College Turkey Trot.mid,1913,"Wenrich, Percy",S
10846,Pitt-Payne/Ragtime Cow Boy Joe.mid,1912,"Muir*, Lewis F. & Abrahams, Maurice",S
10862,Pitt-Payne/Ragtime Dream  The.mid,2006,"Dee, Jim",Y
10867,Pitt-Payne/Ragtime Eating Place.mid,1914,"Trombley, George Lem",S
10868,Pitt-Payne/Ragtime Engineer  The.mid,1912,"Smith, Clay",S
10872,Pitt-Payne/Ragtime Eyes.mid,1907,"Polla, William C. (as Powell, W. C.)",R
10899,Pitt-Payne/Ragtime Goblin Man The.mid,1912,"Von Tilzer, Harry",R
10909,Pitt-Payne/Ragtime In Colonial Days.mid,1917,"Denni, Lucien",S
10919,Pitt-Payne/Ragtime Jim.mid,1912,"Phillips, A. Fred",R
10921,Pitt-Payne/Ragtime Jockey Man The.mid,1912,"Berlin, Irving",S
10940,Pitt-Payne/Ragtime Mephisto.mid,1913,"Leap, Glenn C.",S
10949,Pitt-Payne/Ragtime Nick.mid,1912,"Breuer, Ernest",S
10978,Pitt-Payne/Ragtime Pipe Of Pan  The.mid,1915,"Romberg, Sigmund",S
10985,Pitt-Payne/Ragtime Razor Brigade  The.mid,1918,"Berlin, Irving",S
11002,Pitt-Payne/Ragtime Ripples.mid,1908,"Wenrich, Percy",R
11012,Pitt-Payne/Ragtime Sailor Man The.mid,1917,"Kortlander, Max",S
11013,Pitt-Payne/Ragtime Sailor's Rag  The.mid,1912,"Schwartz, Phil",S
11018,Pitt-Payne/Ragtime Showers.mid,1902,"Morton, Kathryn Athol",M
11024,Pitt-Payne/Ragtime Soldier Man.mid,1912,"Berlin, Irving",S
11039,Pitt-Payne/Ragtime Temple Bells.mid,1914,"Caryll, Ivan",S
11070,Pitt-Payne/Ragtown Guards.mid,1899,"Petry, Walter E.",M
11074,Pitt-Payne/Rah Rah Boy!!!  The.mid,1908,"Herzer, Wallie",R
11110,Pitt-Payne/Rajah Glide  The.mid,1913,"Schwartz, Jean",S
11124,Pitt-Payne/Rambling Rags.mid,1908,"Meyerholtz, L. J.",R
11136,Pitt-Payne/Rapid.mid,n/a,"Bormioli, Enrico",N
11176,Pitt-Payne/Raving Rag.mid,1911,"Burke, Jos. A.",S
11182,Pitt-Payne/Raymond's Rag.mid,n/a,"Jasen, David A.",Y
11183,Pitt-Payne/Raz Ma Taz.mid,1901,"Smith, William H.",R
11192,Pitt-Payne/Razzazza Mazzazza.mid,n/a,"Pryor, Arthur",N
11198,"Pitt-Payne/Razzle Dazzle Glide,The.mid",1912,"Leopold, J. Walter",S
11196,Pitt-Payne/Razzle Dazzle.mid,1909,"Stokes, Nellie M.",R
11286,Pitt-Payne/Red Head Rag.mid,1910,"Franklin, Irene & Green, Burt",R
11300,Pitt-Payne/Red Moon.mid,1908,"Humfeld, Charles",R
11349,Pitt-Payne/Regal Stomp.mid,n/a,"Blythe, James",S
11356,Pitt-Payne/Reinette Rag.mid,1913,"Reichstein, David",R
11374,Pitt-Payne/Remorse Blues.mid,1917,"Lodge, Thomas Henry",B
11377,Pitt-Payne/Remus Takes The Cake.mid,1896,"Ellis, Jacob Henry",M
11394,Pitt-Payne/Reuben Fox Trot.mid,1914,"Claypoole, Edward B. ",F
11395,Pitt-Payne/Reuben Rag.mid,1910,"De Pierce, H., Young, J. & Norman, H.",S
11454,Pitt-Payne/Rig-A-Ma-Role Rag.mid,1910,"Kendall, Edwin F. ",R
11455,Pitt-Payne/Right Church But The Wrong Pew  The.mid,1908,"Smith, Chris",S
11465,Pitt-Payne/Ring-Tum Diddie.mid,1912,"Heltman, Fred",R
11468,Pitt-Payne/Rinkum Ditty Rag  The.mid,1918,"Fournier, Arthur M.",S
11507,Pitt-Payne/Riveter's Rag  The.mid,1919,"Rose, Vincent",S
11509,Pitt-Payne/Rizzy Boo .mid,1913,"Goldstein, Nat",S
11511,Pitt-Payne/Road House Rag  The.mid,1917,"Sloane, A. Baldwin",S
11517,Pitt-Payne/Robardina Rag.mid,1902,"Furry, E. Warren",R
11524,Pitt-Payne/Rochester Fair.mid,1914,"Willey, Lawrence Leon",R
11533,Pitt-Payne/Rock-A-Bye Your Baby With A Dixie Melody.mid,1918,"Schwartz, Jean",S
11541,Pitt-Payne/Rocking In A Ragtime Boat.mid,1913,"Morgan, Carey",S
11551,Pitt-Payne/Rocky Rags.mid,1911,"Seidel, Isadore",I
11560,"Pitt-Payne/Roll On, Missouri.mid",1913,"Carroll, Harry",S
11590,Pitt-Payne/Roo-Ti-Toot On Your Ragtime Flute.mid,1912,"Cooper, Joe ",S
11581,Pitt-Payne/Roosevelt and Fairbanks.mid,1904,"McBride, William P.",M
